,_id,availability_30,availability_60,availability_90,availability_365
997,15332652,5,35,65,66
998,15341505,17,27,33,277
999,1534038,0,0,0,253
1000,15436372,0,0,0,0
1001,15469178,8,31,61,336
1002,15439877,27,57,87,362
1003,15453288,23,53,83,84
1004,15535000,2,11,26,285
1005,15596462,6,27,50,312
1006,15711623,13,29,59,325
1007,15877524,0,0,0,0
1008,15896529,1,4,7,189
1009,15915924,9,39,69,328
1010,15498188,5,13,27,274
1011,15567275,5,19,34,298
1012,15652009,0,0,0,0
1013,15771501,7,21,51,231
1014,15803265,29,59,89,364
1015,15866121,28,58,88,363
1016,15488401,1,5,32,300
1017,15541887,0,16,46,61
1018,1560753,0,0,0,97
1019,1589452,0,0,26,44
1020,15902696,30,60,90,117
1021,1537570,0,9,39,314
1022,15384713,29,59,87,362
1023,15489751,27,57,87,362
1024,15529123,4,4,19,160
1025,15498805,29,59,89,364
1026,15723889,11,25,32,32
1027,15745859,0,25,55,330
1028,15806964,12,28,58,279
1029,1575430,30,60,90,365
1030,15893952,0,0,0,0
1031,15603491,19,49,79,79
1032,15386249,19,32,51,239
1033,15542962,0,0,0,0
1034,15702250,29,59,89,355
1035,15787147,8,20,32,298
1036,15842669,0,0,0,0
1037,15888785,30,60,90,179
1038,15748933,7,29,52,134
1039,15721779,0,0,0,0
1040,15812792,25,49,79,79
1041,15834431,0,10,40,315
1042,15908244,30,60,90,365
1043,1550449,19,49,79,354
1044,15551245,0,0,0,0
1045,15657910,29,59,89,364
1046,15731780,0,0,0,0
1047,15744249,25,55,85,352
1048,15808180,3,9,21,251
1049,15820774,0,0,0,0
1050,15550900,0,0,0,0
1051,15702989,8,30,53,311
1052,15745971,8,17,17,17
1053,15824730,25,55,85,360
1054,15864211,2,2,8,283
1055,1588234,28,58,88,363
1056,15782994,17,43,65,260
1057,1583670,30,60,90,365
1058,15650737,12,42,72,338
1059,15591661,23,53,83,84
1060,15797728,0,0,4,267
1061,1584102,0,0,20,260
1062,15904149,0,0,0,0
1063,15417267,27,57,87,362
1064,15400061,0,0,0,0
1065,15581379,0,0,4,252
1066,15648819,0,0,0,0
1067,15653247,19,27,43,282
1068,15748956,0,0,0,0
1069,15828858,12,35,65,104
1070,154437,9,39,60,126
1071,15719888,0,0,0,0
1072,15889399,17,43,64,149
1073,15905296,5,11,27,198
1074,15923846,5,24,54,261
1075,15665837,26,56,86,177
1076,15697721,28,58,88,363
1077,15721022,9,12,12,12
1078,1574416,7,30,55,329
1079,15747156,23,53,83,84
1080,15762813,5,20,47,246
1081,15816930,0,0,8,31
1082,15819242,0,0,0,0
1083,1584281,0,0,0,0
1084,1586454,29,59,76,344
1085,15920870,0,0,0,0
1086,15979078,26,36,53,301
1087,16007843,0,0,0,0
1088,16002924,11,35,65,65
1089,16078823,1,3,33,308
1090,16147485,3,9,20,119
1091,16148141,2,2,2,2
1092,16193945,19,49,79,170
1093,16195143,28,58,88,88
1094,16206078,2,3,10,129
1095,16262122,1,4,23,144
1096,16272419,30,60,90,179
1097,16107698,14,44,74,74
1098,16126537,0,10,10,44
1099,1613843,1,1,9,256
1100,16232987,2,2,29,304
1101,16270229,0,0,0,0
1102,16281923,0,0,0,0
1103,16065418,0,0,0,0
1104,16070826,28,58,88,89
1105,16167487,0,0,0,0
1106,16178963,29,59,89,364
1107,1624635,14,30,57,316
1108,16258735,0,0,0,0
1109,16289117,1,20,50,279
1110,16309630,23,53,54,323
1111,15973865,0,0,0,0
1112,16087198,5,35,65,340
1113,16271513,5,20,50,320
1114,16006173,0,0,0,0
1115,1593570,8,38,68,343
1116,16052138,0,0,0,0
1117,15949042,29,59,89,179
1118,16112187,14,44,74,164
1119,16147619,0,0,0,0
1120,16231922,27,57,87,178
1121,15988739,0,0,0,64
1122,16134339,18,48,78,78
1123,1619695,15,25,32,280
1124,16301294,5,10,40,224
1125,16311528,2,17,43,196
1126,16051841,0,0,0,0
1127,16083632,0,1,5,5
1128,16215566,28,58,88,356
1129,16066381,5,10,24,250
1130,16081455,30,60,90,365
1131,16288457,22,46,63,330
1132,16155960,30,60,90,90
1133,16183477,4,4,4,4
1134,16234640,12,22,37,170
1135,16242685,6,10,29,182
1136,16253247,5,11,33,267
1137,16308292,0,0,0,0
1138,15960997,0,0,0,0
1139,15958590,30,56,86,361
1140,16030448,2,19,27,216
1141,16164264,23,53,82,82
1142,16166535,27,57,87,362
1143,16182647,7,9,15,227
1144,16201143,29,59,89,364
1145,16239737,0,0,0,0
1146,16301870,1,18,18,18
1147,15928663,2,3,6,249
1148,15997148,0,0,0,0
1149,16057052,0,0,4,269
1150,16067483,2,8,13,261
1151,16160263,13,28,58,59
1152,16194286,19,19,19,84
1153,16214034,15,34,46,311
1154,16218966,0,0,0,0
1155,160223,24,47,77,352
1156,1604488,13,14,32,32
1157,16050172,23,53,74,337
1158,16146708,7,11,18,88
1159,16158314,0,0,0,0
1160,16289600,0,0,0,0
1161,16300644,4,6,12,42
1162,15943568,22,50,78,350
1163,16029413,22,43,70,303
1164,16070079,12,17,47,138
1165,16191353,21,45,74,298
1166,16210632,30,60,90,90
1167,16241397,30,60,90,365
1168,16261574,16,23,52,76
1169,16280815,0,0,0,9
1170,15984115,26,54,78,325
1171,15963882,29,59,89,364
1172,16010568,5,11,23,294
1173,16020247,8,17,29,30
1174,16036940,7,23,39,203
1175,16060640,0,0,0,0
1176,16134003,26,56,86,361
1177,16134812,0,0,0,0
1178,16146442,0,0,0,0
1179,16220849,0,0,0,0
1180,16221015,0,0,0,127
1181,16078811,0,10,33,248
1182,16100663,5,15,39,129
1183,16228505,0,0,0,0
1184,16351123,5,29,58,333
1185,16335870,13,21,40,298
1186,1637159,29,59,89,364
1187,16341825,30,60,90,365
1188,1635672,0,0,0,0
1189,16377988,28,58,88,88
1190,1633034,3,3,22,253
1191,16381905,5,13,27,107
1192,1635900,14,30,37,291
1193,16316481,2,6,6,6
1194,16336615,11,29,30,30
1195,16381049,0,0,0,0
1196,16370766,10,40,56,316
1197,16379687,22,52,82,172
1198,16397486,11,29,57,264
1199,16460163,0,0,0,0
1200,16400283,3,6,11,80
1201,16410430,4,16,44,44
1202,16468473,21,40,64,107
1203,16401542,8,16,29,154
1204,16479542,29,59,89,89
1205,16507273,0,0,0,0
1206,16532647,4,4,4,4
1207,16467953,5,30,47,122
1208,16496029,11,22,34,156
1209,16498853,13,13,13,207
1210,16518377,0,0,0,0
1211,16542923,23,51,81,352
1212,16402511,4,21,51,141
1213,1656017,4,8,14,270
1214,16622489,30,60,90,180
1215,16463107,30,60,90,365
1216,16499824,0,0,0,0
1217,16560886,8,17,44,230
1218,16614389,0,0,0,0
1219,16623614,28,58,88,363
1220,1656585,15,45,74,74
1221,1661373,16,37,59,334
1222,16635022,5,6,26,301
1223,16559061,0,0,0,0
1224,16543118,21,46,73,345
1225,1642382,7,36,66,341
1226,16532887,30,60,90,365
1227,16408272,7,7,7,7
1228,16389574,13,30,37,37
1229,1656256,30,60,90,365
1230,16436183,1,1,30,30
1231,16609607,0,0,0,0
1232,16474790,0,0,0,0
1233,16549021,17,47,73,327
1234,16550219,0,0,0,0
1235,16610404,0,0,0,109
1236,1646432,14,15,19,268
1237,16493868,4,4,4,4
1238,16503978,10,16,28,293
1239,16495969,0,0,0,0
1240,16602162,0,0,0,0
1241,1656539,17,27,27,27
1242,16595058,7,7,17,203
1243,16517991,0,0,0,0
1244,16532230,6,23,47,311
1245,16551368,4,20,46,47
1246,16708536,6,12,20,88
1247,1668328,9,21,49,72
1248,16701536,0,0,0,0
1249,16691106,0,0,0,0
1250,16697833,0,0,0,0
1251,16653189,30,60,90,90
1252,16651655,0,0,0,0
1253,16686102,0,0,0,0
1254,16703046,15,45,71,341
1255,16654584,0,0,0,0
1256,16636716,0,0,0,0
1257,16717755,30,60,90,365
1258,16661755,17,47,77,229
1259,16718904,0,0,0,0
1260,16744615,0,0,0,0
1261,1676806,30,60,90,180
1262,16777953,29,59,89,89
1263,16982781,0,0,0,270
1264,17048768,4,18,41,281
1265,16767007,28,58,88,88
1266,16800329,11,17,24,210
1267,16898275,5,16,23,153
1268,1704560,8,14,19,135
1269,1714235,23,46,76,351
1270,1677735,11,15,15,16
1271,16812225,22,52,82,82
1272,16914825,0,0,0,0
1273,16981802,0,0,0,40
1274,17116430,25,53,83,173
1275,16796969,28,58,88,363
1276,16869922,0,4,4,4
1277,16881588,0,0,0,0
1278,17142596,0,0,0,0
1279,16733041,10,34,64,154
1280,16813942,25,47,73,164
1281,1688924,22,52,63,283
1282,16920079,0,0,0,0
1283,17113453,30,60,90,180
1284,16768620,0,0,0,0
1285,16798522,0,0,0,0
1286,16802882,0,0,0,0
1287,16818131,6,13,22,22
1288,16837578,0,0,0,0
1289,17027421,0,0,30,90
1290,16765282,23,53,83,358
1291,16811226,0,0,0,0
1292,16775246,23,53,83,358
1293,16827551,0,0,0,0
1294,16827716,30,60,90,90
1295,16874685,0,0,0,0
1296,170150,8,30,41,293
1297,17027324,0,0,0,0
1298,17045341,0,4,4,4
1299,17132840,0,0,0,0
1300,16824222,2,5,6,207
1301,16845784,10,32,56,146
1302,16954444,0,10,14,70
1303,16971327,2,3,3,3
1304,16978814,0,0,0,0
1305,16829718,3,15,19,227
1306,16893365,0,8,22,223
1307,16928229,19,49,79,317
1308,17028088,0,0,24,294
1309,17123939,20,44,67,296
1310,17124786,0,0,3,278
1311,16719714,0,0,0,0
1312,1676155,28,58,88,363
1313,1685970,30,60,90,365
1314,16885508,0,15,15,100
1315,16932496,0,0,2,277
1316,17013623,3,10,19,40
1317,17093333,4,9,15,101
1318,17083946,14,32,59,142
1319,16833502,0,0,0,250
1320,16952227,27,57,87,109
1321,17113625,0,0,0,0
1322,16816601,4,14,22,280
1323,16777456,5,35,65,155
1324,16976284,5,5,5,5
1325,16988190,0,0,0,0
1326,17103047,30,60,90,365
1327,17124591,3,26,56,300
1328,16826529,4,24,54,187
1329,16934315,7,37,67,277
1330,16964637,0,18,48,139
1331,17001994,1,1,6,148
1332,1712895,0,0,0,0
1333,17136808,5,23,45,192
1334,17140064,2,18,18,18
1335,17147561,10,19,23,225
1336,16923810,0,0,0,0
1337,16987463,0,0,0,0
1338,17177726,0,27,57,332
1339,17165509,29,59,89,179
1340,17205085,29,59,89,179
1341,17164830,24,54,84,84
1342,17171298,24,54,84,359
1343,17283071,7,12,20,118
1344,17190384,0,0,3,212
1345,17173473,24,54,84,169
1346,17310577,30,60,90,180
1347,17157863,3,3,3,3
1348,17187219,0,0,0,0
1349,17161494,0,0,0,0
1350,17311213,7,20,39,122
1351,17198000,0,0,0,0
1352,17211545,0,0,0,0
1353,17230426,29,59,89,89
1354,17254547,19,49,79,79
1355,1726242,6,14,40,312
1356,17149906,0,0,0,0
1357,17191406,0,1,4,86
1358,1718606,0,0,0,0
1359,17223695,7,20,50,250
1360,17155854,13,32,62,323
1361,1720909,24,52,82,357
1362,17263550,4,8,19,256
1363,17252454,9,32,54,314
1364,1719942,28,58,88,359
1365,17298388,30,60,90,212
1366,17302836,0,0,0,0
1367,17251176,16,46,76,351
1368,17278827,26,56,86,361
1369,17292188,0,0,8,283
1370,17272987,0,7,7,18
1371,17305490,20,36,66,66
1372,17262709,0,0,0,0
1373,17301277,0,0,3,118
1374,17263207,21,51,81,356
1375,17296538,7,21,31,251
1376,1731365,10,11,27,175
1377,17342261,17,47,77,352
1378,17319927,0,0,0,1
1379,17397441,24,49,62,337
1380,17319360,30,60,90,365
1381,17326116,0,0,0,0
1382,17464608,6,20,31,278
1383,17416505,29,59,89,89
1384,17463241,0,0,0,46
1385,17466973,29,59,81,81
1386,17398623,6,28,28,28
1387,17349393,28,58,88,89
1388,17370308,3,5,11,174
1389,17446640,10,23,38,309
1390,1746726,3,6,19,158
1391,17438054,3,4,34,105
1392,17453748,30,60,87,354
1393,17464256,0,0,0,0
1394,1731242,25,54,83,358
1395,17329309,4,4,4,12
1396,17357333,0,0,0,0
1397,17367289,0,13,18,108
1398,17428961,13,17,32,307
1399,17435095,23,53,83,358
1400,17359216,0,29,59,334
1401,17344027,2,5,7,209
1402,17414683,30,51,79,323
1403,17606304,7,23,53,144
1404,17726001,12,35,65,337
1405,17537192,0,6,36,311
1406,17717247,0,2,6,147
1407,17531493,0,0,0,0
1408,17951038,5,5,5,5
1409,1799637,13,31,54,151
1410,18042541,19,49,79,351
1411,17546959,0,0,0,0
1412,17625824,0,0,0,0
1413,17705652,23,53,83,83
1414,17757543,22,42,72,163
1415,17881220,30,60,90,240
1416,1797689,0,29,59,326
1417,17996862,2,16,39,272
1418,17471139,4,22,43,220
1419,17663877,4,24,54,54
1420,17522700,0,0,0,0
1421,17829178,19,49,79,80
1422,1789833,21,51,81,356
1423,1794850,0,0,0,0
1424,17581311,0,0,0,245
1425,17584991,2,10,40,315
1426,17740159,20,20,20,226
1427,17897640,27,41,71,346
1428,18005858,0,0,0,0
1429,18040680,7,33,59,334
1430,17494671,30,60,90,322
1431,1755790,3,5,5,223
1432,17584746,16,42,67,264
1433,17681470,0,0,0,0
1434,17960308,20,47,71,314
1435,18016331,28,51,76,293
1436,17670314,20,49,79,354
1437,17672629,0,6,10,81
1438,17734475,24,47,63,324
1439,17749155,29,59,89,364
1440,17827642,28,58,88,363
1441,17915093,0,0,0,0
1442,17922322,17,47,75,330
1443,18031341,0,0,0,0
1444,17665996,13,40,70,314
1445,17915459,17,33,58,289
1446,17687359,17,47,77,298
1447,17628344,30,60,90,361
1448,17720418,0,0,0,0
1449,17751546,7,15,21,166
1450,17809459,24,54,84,84
1451,17861859,0,0,0,0
1452,1796816,3,5,11,160
1453,17736576,11,15,45,135
1454,17832869,21,45,64,296
1455,18004323,21,44,74,74
1456,17468736,27,57,77,318
1457,17473607,0,0,0,0
1458,17757695,17,47,77,352
1459,17822462,0,0,0,0
1460,17865057,21,51,81,81
1461,17774890,7,7,9,9
1462,17528752,0,0,0,0
1463,17573151,0,0,0,36
1464,17573977,0,0,2,148
1465,1760846,0,0,0,0
1466,17690322,0,0,0,0
1467,17734215,29,59,89,355
1468,17756520,0,0,9,181
1469,17493061,7,20,37,290
1470,17613188,0,22,22,22
1471,17618903,0,0,0,0
1472,17639835,30,60,90,359
1473,17795782,0,0,0,0
1474,17971704,28,58,88,284
1475,17997283,8,19,49,324
1476,17496002,1,10,27,266
1477,17471127,10,35,53,226
1478,17797004,20,26,26,26
1479,17876882,2,2,2,189
1480,17892346,14,28,41,221
1481,1805685,0,5,17,281
1482,17651165,24,54,76,310
1483,17726037,0,0,0,165
1484,17742384,6,25,55,330
1485,17864201,1,12,26,298
1486,17913605,0,0,0,0
1487,17967409,19,45,75,166
1488,17575897,0,12,42,132
1489,17615527,0,0,0,267
1490,17624702,0,0,0,0
1491,17693637,6,25,25,25
1492,17792255,30,60,90,365
1493,179428,2,26,27,291
1494,17944310,19,41,69,242
1495,18047246,21,38,68,343
1496,18137446,15,24,47,123
1497,18119842,16,25,50,91
1498,18103340,7,17,23,35
1499,18120094,0,0,0,5
1500,18139662,0,0,0,0
1501,18139590,12,36,66,341
1502,18174806,0,23,53,53
1503,18194415,0,0,0,0
1504,18130053,4,8,16,26
1505,18107774,15,39,69,339
1506,18160399,0,0,0,0
1507,18173803,2,14,25,189
1508,18204751,29,59,89,89
1509,18091109,19,43,73,73
1510,180653,30,60,90,365
1511,18134389,0,2,20,251
1512,18157368,13,33,63,338
1513,18082902,8,18,44,44
1514,18215903,11,35,65,336
1515,18122102,18,40,63,153
1516,18208738,15,19,25,25
1517,18215925,0,0,0,0
1518,18196799,0,0,0,0
1519,18220498,10,38,68,68
1520,18096846,9,13,43,43
1521,182139,27,57,87,362
1522,18219254,0,0,6,91
1523,18233584,0,0,0,0
1524,18077770,7,16,35,286
1525,18083735,6,13,13,246
1526,18121163,19,49,79,79
1527,18069657,28,52,70,106
1528,18173787,19,19,19,236
1529,18134491,0,0,0,0
1530,1821758,17,39,69,344
1531,18149310,27,54,84,359
1532,18112116,17,47,77,352
1533,18149668,0,0,0,0
1534,18210384,15,33,48,297
1535,18215500,22,46,60,146
1536,18237857,8,21,51,275
1537,18284370,4,8,19,230
1538,18452244,8,24,51,322
1539,18465195,6,24,35,258
1540,18467111,0,0,0,0
1541,18614712,0,0,0,132
1542,18616850,0,0,0,0
1543,18694750,30,60,90,324
1544,18711459,11,11,11,11
1545,18721645,4,16,27,179
1546,18734995,0,0,0,0
1547,18877786,30,60,90,365
1548,18891380,29,59,89,89
1549,18909301,20,50,76,329
1550,18994805,0,0,0,0
1551,19029043,21,51,78,346
1552,19030149,5,6,22,39
1553,1907162,29,59,89,364
1554,19141928,8,9,9,9
1555,19142002,2,4,34,197
1556,18341576,21,21,47,229
1557,18257984,0,0,0,0
1558,18309220,29,59,89,89
1559,1828808,30,60,90,90
1560,18437734,21,43,67,281
1561,18472801,30,60,90,90
1562,18599539,6,6,8,8
1563,18611535,10,10,14,283
1564,18620288,2,13,26,179
1565,18682987,15,33,57,265
1566,18772566,0,0,0,0
1567,18917356,0,0,0,0
1568,1915001,0,0,0,33
1569,19220115,0,0,0,0
1570,19320618,0,0,0,0
1571,19426217,24,51,81,228
1572,19469971,0,0,0,0
1573,18377036,15,31,35,35
1574,18315277,11,41,71,162
1575,18407251,0,0,0,0
1576,18730346,5,12,27,295
1577,18776184,25,53,65,65
1578,19018752,30,33,33,33
1579,19044796,6,15,21,67
1580,1910291,16,46,76,351
1581,19117590,14,44,74,246
1582,19137059,30,60,90,164
1583,193105,0,0,5,123
1584,19405074,5,30,60,335
1585,19501264,0,0,0,0
1586,19764243,0,0,0,0
1587,18574397,3,9,15,51
1588,18586018,3,10,26,236
1589,18848869,1,1,16,16
1590,18859786,0,9,28,296
1591,19086528,23,53,83,83
1592,19104230,29,51,81,356
1593,1925519,0,0,0,0
1594,19265750,2,6,11,29
1595,18487499,29,59,89,352
1596,18527139,0,0,0,0
1597,18571579,14,14,34,240
1598,18769857,30,60,90,176
1599,18841207,4,26,56,147
1600,18935312,27,57,87,88
1601,18999236,30,60,90,143
1602,19049757,23,53,83,348
1603,19063118,0,0,0,0
1604,19083972,6,16,40,315
1605,191079,0,0,0,262
1606,19213844,6,19,49,139
1607,19249207,23,53,83,358
1608,19304849,1,31,61,61
1609,19536693,9,23,46,252
1610,19616417,0,0,0,0
1611,19653176,0,0,0,0
1612,19654540,0,0,0,0
1613,19789278,27,57,87,87
1614,19853110,30,60,90,365
1615,19866204,8,20,38,288
1616,19869291,0,0,0,0
1617,19904358,29,59,89,179
1618,18360303,0,0,0,0
1619,18366332,0,0,0,0
1620,18386381,24,54,84,359
1621,18485581,5,19,31,38
1622,18748105,10,16,32,39
1623,18793287,13,13,13,72
1624,18841656,7,32,53,144
1625,18954080,30,60,90,365
1626,19061599,5,17,32,306
1627,19100444,25,55,82,107
1628,19197922,4,34,64,339
1629,19259702,30,60,90,365
1630,1932651,17,47,77,77
1631,19337464,23,53,81,229
1632,19380085,9,22,45,246
1633,19396377,18,40,51,299
1634,1944996,7,16,42,76
1635,19486889,0,0,0,0
1636,19536219,30,60,90,365
1637,19735591,30,60,90,365
1638,19900130,0,0,0,0
1639,19920554,0,0,1,260
1640,19158211,12,12,12,119
1641,19238057,23,53,83,127
1642,19309013,0,0,0,0
1643,19373991,20,50,72,347
1644,19416383,8,19,36,116
1645,19499950,29,59,89,179
1646,19827778,0,3,20,32
1647,19828845,0,0,0,126
1648,19929723,4,23,53,328
1649,18236691,0,0,0,100
1650,19526091,14,38,60,308
1651,19585860,30,60,90,180
1652,19678531,30,60,90,365
1653,19704903,0,0,0,0
1654,19767452,4,4,4,4
1655,19807212,1,22,43,252
1656,19825124,0,0,0,0
1657,19880329,0,0,0,0
1658,19935458,4,21,39,39
1659,18277596,30,60,90,365
1660,18333334,13,22,31,216
1661,18345625,0,0,0,151
1662,18426634,30,60,90,90
1663,18439011,2,5,17,56
1664,18569613,0,0,0,0
1665,18914730,23,50,78,352
1666,19095535,21,51,81,160
1667,19134150,0,0,0,0
1668,19241544,3,6,17,169
1669,19280475,0,0,0,0
1670,19496193,11,20,20,20
1671,19559597,30,60,90,365
1672,19694143,0,0,0,0
1673,19750905,0,0,5,20
1674,19870743,29,59,89,357
1675,19953862,13,35,61,327
1676,19845395,1,6,24,204
1677,19979892,10,40,70,160
1678,19981060,0,0,0,96
1679,18272882,21,46,71,332
1680,18294732,0,0,0,0
1681,18330450,13,43,73,341
1682,1844578,25,55,85,360
1683,18824084,30,60,90,365
1684,18887229,30,60,90,365
1685,18916525,0,0,0,0
1686,19014550,4,9,26,217
1687,19038282,6,11,11,141
1688,19094047,29,59,89,263
1689,19098733,5,35,65,339
1690,19105533,9,39,69,344
1691,19149590,28,58,83,357
1692,19156662,0,18,48,323
1693,19160496,30,44,70,70
1694,19235160,0,0,0,0
1695,19244141,30,60,90,365
1696,18253139,17,26,34,232
1697,18295520,0,0,0,0
1698,18512156,0,0,0,183
1699,18849075,19,32,43,294
1700,18917540,0,0,0,0
1701,18918530,4,6,11,40
1702,19142081,4,9,23,261
1703,19170546,10,28,50,50
1704,19178913,13,43,71,340
1705,19253090,10,35,57,316
1706,1950395,0,0,0,0
1707,19557455,27,57,87,88
1708,19585700,18,48,78,353
1709,19695963,0,0,0,0
1710,19712132,6,8,18,232
1711,19828489,0,0,0,1
1712,19846740,17,42,42,84
1713,18294310,11,13,30,247
1714,18240963,28,55,85,163
1715,18316061,0,0,0,0
1716,1836793,3,6,22,147
1717,18421662,0,0,3,3
1718,18520551,1,17,33,291
1719,1897001,11,12,12,48
1720,19167153,0,0,0,0
1721,19177584,0,0,0,138
1722,19246639,12,29,39,111
1723,19270950,17,42,42,83
1724,19366111,10,31,57,203
1725,19441009,29,59,89,364
1726,19442650,0,5,21,194
1727,19559079,0,0,0,0
1728,19555586,0,0,3,5
1729,19587001,12,25,35,223
1730,19664691,24,44,62,125
1731,19739919,0,0,0,0
1732,19773917,8,34,48,281
1733,19780732,0,6,36,311
1734,19976324,13,34,59,64
1735,1826858,3,8,12,194
1736,18293288,0,0,0,0
1737,18353952,6,22,52,77
1738,18387366,0,0,0,0
1739,18446434,8,28,58,145
1740,18617060,0,0,0,0
1741,18704012,0,0,0,0
1742,1886978,16,39,69,304
1743,18944834,0,0,0,0
1744,19165058,0,0,0,0
1745,19310295,27,49,79,350
1746,18585742,12,28,51,296
1747,18415512,7,28,58,318
1748,1844208,30,59,81,356
1749,18446380,0,0,0,15
1750,18809312,28,58,88,113
1751,18917022,0,0,0,0
1752,19037045,30,60,87,351
1753,19173256,0,0,0,0
1754,19319,0,30,46,254
1755,19530460,18,38,57,235
1756,19587471,0,13,40,310
1757,19592057,0,0,0,0
1758,19768051,0,0,0,0
1759,19781115,0,0,0,0
1760,19901356,15,41,65,189
1761,19907902,5,15,36,210
1762,19847790,11,17,45,249
1763,19862007,4,14,31,212
1764,19865325,0,0,0,0
1765,18594608,30,60,90,365
1766,18607563,13,41,71,338
1767,18780832,10,40,70,345
1768,18905958,0,0,0,0
1769,19005784,6,20,50,177
1770,19030572,9,9,9,9
1771,19050582,0,13,43,318
1772,19056339,3,12,22,263
1773,19060682,27,57,87,362
1774,19101306,18,29,50,203
1775,19572281,15,35,55,180
1776,19677006,30,60,90,238
1777,19786915,9,39,69,344
1778,19800005,1,1,1,1
1779,19815841,2,3,6,180
1780,19821682,0,0,0,0
1781,19830008,0,5,24,299
1782,19877430,4,11,16,221
1783,19933161,6,23,45,45
1784,18255921,0,0,0,0
1785,18250284,27,53,83,172
1786,18338274,0,0,0,0
1787,186655,0,11,28,223
1788,19028601,0,0,0,0
1789,19036802,3,13,30,75
1790,19057068,0,0,0,0
1791,19199353,2,8,8,8
1792,19273862,0,0,0,0
1793,19376053,12,18,33,114
1794,1940174,7,30,60,311
1795,19499999,0,0,0,0
1796,19550665,29,59,89,179
1797,19574869,27,57,87,88
1798,19599721,0,0,16,291
1799,19961067,1,1,1,2
1800,19576456,0,8,18,229
1801,19681765,29,59,89,179
1802,19684176,0,0,0,0
1803,19113128,30,60,90,362
1804,19172215,0,0,0,250
1805,19217460,27,57,87,87
1806,1931341,0,0,0,0
1807,19326382,0,0,0,0
1808,19340381,10,40,48,107
1809,19592720,0,0,0,261
1810,19865003,0,0,19,185
1811,19952004,0,0,0,0
1812,18312333,3,21,48,237
1813,18358621,13,15,21,200
1814,18375815,1,31,61,336
1815,18543540,29,59,89,364
1816,1858521,17,35,56,315
1817,18675215,0,0,0,0
1818,1882020,0,0,0,0
1819,19220298,0,0,0,0
1820,19221893,4,34,64,154
1821,1925045,23,53,83,358
1822,19430825,0,0,0,0
1823,19494546,0,0,0,0
1824,19550563,12,42,68,318
1825,19664709,23,23,23,23
1826,19692712,0,0,0,0
1827,19746798,0,0,8,8
1828,1975244,23,53,83,358
1829,19768922,0,0,0,0
1830,19660411,28,58,88,88
1831,19699590,7,23,29,266
1832,19718664,0,0,0,42
1833,19741944,0,2,26,297
1834,19760228,0,0,0,259
1835,19820634,9,23,45,291
1836,19830549,0,0,0,0
1837,19877706,0,0,20,295
1838,19914589,0,0,0,0
1839,19928786,10,21,27,89
1840,19963866,23,47,71,274
1841,19967176,24,54,84,315
1842,19838729,0,0,0,0
1843,1989972,21,22,29,47
1844,1995143,0,0,0,0
1845,19271040,11,18,23,99
1846,19348489,5,35,65,156
1847,1936633,0,0,0,0
1848,19428531,11,41,71,314
1849,19453414,0,0,0,0
1850,19468798,21,44,67,201
1851,19508342,29,59,89,364
1852,19530827,0,0,0,0
1853,19568889,18,25,37,37
1854,19767681,0,0,0,0
1855,19779206,29,59,89,364
1856,19779316,8,22,35,202
1857,1979960,5,12,29,223
1858,18252479,30,60,90,90
1859,18253668,28,58,87,148
1860,18369887,0,0,0,0
1861,1852730,0,0,0,0
1862,18700419,30,60,90,365
1863,18707992,9,39,69,159
1864,18712467,30,60,90,365
1865,18908638,22,52,82,82
1866,18925556,0,0,0,264
1867,19068240,4,6,11,172
1868,19070513,9,14,16,65
1869,19080306,0,0,0,0
1870,1912695,3,15,26,234
1871,19825963,0,0,0,0
1872,19830476,0,0,0,0
1873,1984069,0,0,0,0
1874,19906012,4,19,43,43
1875,19920988,29,59,89,364
1876,1920293,0,0,0,0
1877,19254909,5,35,65,297
1878,19296654,0,0,0,0
1879,19313670,0,0,0,48
1880,19323111,0,0,0,0
1881,19359010,29,59,89,89
1882,19508741,25,50,80,355
1883,19547449,11,18,23,207
1884,19592028,30,60,86,338
1885,1960400,30,60,90,365
1886,19610618,0,0,0,0
1887,19641701,12,12,12,12
1888,19680142,26,56,86,86
1889,19691986,15,26,51,115
1890,19803430,0,0,0,0
1891,19990097,3,22,35,286
1892,19984692,0,0,0,0
1893,20019449,2,2,2,2
1894,20055406,27,57,87,362
1895,19981253,2,3,10,144
1896,20045679,23,45,72,191
1897,20015668,0,0,0,0
1898,20050561,0,0,0,0
1899,20006537,0,0,0,0
1900,20035273,9,35,62,319
1901,19985872,3,5,17,267
1902,19995621,0,0,0,0
1903,19993317,0,0,0,0
1904,20049287,0,0,0,0
1905,19981877,27,57,83,83
1906,20038668,28,58,88,179
1907,2002611,0,0,0,0
1908,20030871,0,0,0,7
1909,20055551,20,45,45,45
1910,20007497,0,0,0,64
1911,20044641,30,60,90,271
1912,20057865,5,24,54,329
1913,20088771,23,48,63,63
1914,20139359,0,0,0,0
1915,20121488,1,3,4,99
1916,20061602,9,9,9,9
1917,20172538,29,59,89,269
1918,2019384,9,22,44,306
1919,20127052,0,0,0,0
1920,2015101,0,0,0,0
1921,20116519,10,40,70,70
1922,20088277,18,37,64,193
1923,20081484,0,0,0,0
1924,20080108,1,14,44,308
1925,20159382,29,59,89,179
1926,20071164,20,50,75,350
1927,20164905,30,60,90,365
1928,20188349,28,58,88,363
