,_id,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
1125,16311528,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1126,16051841,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1127,16083632,10.0,9.0,10.0,10.0,10.0,10.0,96.0
1128,16215566,,,,,,,
1129,16066381,10.0,10.0,9.0,10.0,10.0,10.0,100.0
1130,16081455,,,,,,,
1131,16288457,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1132,16155960,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1133,16183477,9.0,9.0,9.0,9.0,10.0,9.0,90.0
1134,16234640,9.0,8.0,9.0,9.0,9.0,9.0,92.0
1135,16242685,10.0,9.0,10.0,10.0,10.0,9.0,99.0
1136,16253247,10.0,9.0,10.0,10.0,10.0,10.0,97.0
1137,16308292,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1138,15960997,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1139,15958590,,,,,,,
1140,16030448,10.0,10.0,10.0,10.0,10.0,10.0,94.0
1141,16164264,10.0,9.0,10.0,10.0,10.0,9.0,95.0
1142,16166535,9.0,9.0,10.0,10.0,10.0,10.0,95.0
1143,16182647,10.0,10.0,9.0,10.0,9.0,9.0,93.0
1144,16201143,9.0,9.0,10.0,10.0,10.0,10.0,87.0
1145,16239737,9.0,10.0,10.0,10.0,10.0,9.0,100.0
1146,16301870,10.0,10.0,10.0,10.0,9.0,9.0,96.0
1147,15928663,10.0,10.0,9.0,10.0,10.0,9.0,95.0
1148,15997148,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1149,16057052,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1150,16067483,9.0,10.0,10.0,10.0,10.0,9.0,91.0
1151,16160263,10.0,9.0,10.0,10.0,10.0,10.0,98.0
1152,16194286,,,,,,,
1153,16214034,9.0,9.0,10.0,10.0,10.0,9.0,93.0
1154,16218966,10.0,7.0,8.0,10.0,9.0,9.0,90.0
1155,160223,9.0,9.0,10.0,9.0,9.0,9.0,90.0
1156,1604488,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1157,16050172,9.0,9.0,9.0,9.0,10.0,9.0,89.0
1158,16146708,10.0,10.0,10.0,10.0,9.0,10.0,98.0
1159,16158314,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1160,16289600,8.0,6.0,10.0,10.0,8.0,10.0,60.0
1161,16300644,10.0,9.0,9.0,10.0,10.0,9.0,92.0
1162,15943568,10.0,9.0,10.0,10.0,10.0,9.0,94.0
1163,16029413,10.0,10.0,10.0,10.0,10.0,9.0,98.0
1164,16070079,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1165,16191353,8.0,10.0,10.0,10.0,8.0,8.0,100.0
1166,16210632,8.0,8.0,9.0,9.0,10.0,7.0,75.0
1167,16241397,8.0,8.0,9.0,9.0,7.0,9.0,80.0
1168,16261574,9.0,9.0,9.0,8.0,10.0,9.0,90.0
1169,16280815,10.0,8.0,10.0,10.0,10.0,10.0,100.0
1170,15984115,9.0,9.0,9.0,9.0,9.0,9.0,86.0
1171,15963882,10.0,10.0,10.0,10.0,10.0,6.0,100.0
1172,16010568,9.0,9.0,9.0,9.0,10.0,9.0,82.0
1173,16020247,10.0,9.0,10.0,10.0,10.0,9.0,94.0
1174,16036940,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1175,16060640,10.0,10.0,10.0,10.0,9.0,10.0,100.0
1176,16134003,,,,,,,
1177,16134812,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1178,16146442,10.0,10.0,10.0,10.0,9.0,10.0,98.0
1179,16220849,10.0,10.0,10.0,10.0,9.0,10.0,98.0
1180,16221015,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1181,16078811,9.0,9.0,10.0,10.0,10.0,9.0,95.0
1182,16100663,10.0,10.0,10.0,10.0,10.0,9.0,96.0
1183,16228505,,,,,,,
1184,16351123,,,,,,,
1185,16335870,9.0,9.0,9.0,9.0,9.0,9.0,88.0
1186,1637159,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1187,16341825,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1188,1635672,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1189,16377988,10.0,9.0,10.0,10.0,10.0,9.0,80.0
1190,1633034,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1191,16381905,9.0,9.0,9.0,10.0,8.0,9.0,90.0
1192,1635900,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1193,16316481,10.0,10.0,10.0,10.0,10.0,9.0,98.0
1194,16336615,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1195,16381049,,,,,,,
1196,16370766,10.0,10.0,10.0,10.0,9.0,10.0,95.0
1197,16379687,,,,,,,
1198,16397486,9.0,9.0,9.0,9.0,10.0,9.0,91.0
1199,16460163,10.0,10.0,10.0,10.0,10.0,9.0,100.0
1200,16400283,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1201,16410430,9.0,9.0,10.0,10.0,10.0,9.0,93.0
1202,16468473,9.0,10.0,10.0,9.0,10.0,9.0,89.0
1203,16401542,9.0,9.0,10.0,10.0,9.0,10.0,93.0
1204,16479542,9.0,9.0,10.0,10.0,9.0,9.0,95.0
1205,16507273,10.0,10.0,10.0,10.0,9.0,10.0,96.0
1206,16532647,10.0,10.0,10.0,10.0,8.0,10.0,100.0
1207,16467953,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1208,16496029,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1209,16498853,,,,,,,
1210,16518377,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1211,16542923,10.0,9.0,10.0,10.0,10.0,10.0,90.0
1212,16402511,,,,,,,
1213,1656017,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1214,16622489,,,,,,,
1215,16463107,,,,,,,
1216,16499824,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1217,16560886,10.0,10.0,10.0,10.0,10.0,8.0,100.0
1218,16614389,,,,,,,
1219,16623614,,,,,,,
1220,1656585,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1221,1661373,9.0,8.0,7.0,9.0,9.0,8.0,86.0
1222,16635022,10.0,9.0,10.0,10.0,10.0,10.0,97.0
1223,16559061,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1224,16543118,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1225,1642382,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1226,16532887,,,,,,,
1227,16408272,9.0,9.0,9.0,10.0,10.0,9.0,92.0
1228,16389574,9.0,9.0,10.0,10.0,10.0,9.0,96.0
1229,1656256,,,,,,,
1230,16436183,9.0,8.0,10.0,10.0,8.0,9.0,83.0
1231,16609607,9.0,8.0,10.0,10.0,10.0,9.0,90.0
1232,16474790,9.0,10.0,10.0,10.0,10.0,10.0,100.0
1233,16549021,10.0,10.0,10.0,10.0,10.0,9.0,96.0
1234,16550219,10.0,9.0,9.0,10.0,10.0,9.0,93.0
1235,16610404,9.0,9.0,10.0,9.0,8.0,9.0,93.0
1236,1646432,9.0,9.0,10.0,9.0,9.0,9.0,93.0
1237,16493868,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1238,16503978,10.0,10.0,10.0,10.0,10.0,9.0,94.0
1239,16495969,9.0,8.0,9.0,9.0,10.0,10.0,89.0
1240,16602162,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1241,1656539,10.0,10.0,10.0,10.0,10.0,9.0,92.0
1242,16595058,10.0,10.0,10.0,10.0,10.0,9.0,100.0
1243,16517991,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1244,16532230,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1245,16551368,9.0,9.0,10.0,10.0,10.0,9.0,89.0
1246,16708536,9.0,9.0,10.0,10.0,10.0,9.0,92.0
1247,1668328,9.0,10.0,10.0,9.0,9.0,9.0,93.0
1248,16701536,10.0,10.0,10.0,10.0,9.0,10.0,100.0
1249,16691106,,,,,,,
1250,16697833,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1251,16653189,10.0,10.0,10.0,10.0,10.0,9.0,100.0
1252,16651655,10.0,9.0,10.0,10.0,10.0,9.0,91.0
1253,16686102,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1254,16703046,9.0,10.0,9.0,9.0,9.0,9.0,92.0
1255,16654584,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1256,16636716,10.0,10.0,10.0,10.0,10.0,,100.0
1257,16717755,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1258,16661755,10.0,9.0,9.0,10.0,9.0,9.0,95.0
1259,16718904,,,,,,,
1260,16744615,10.0,10.0,10.0,10.0,10.0,9.0,100.0
1261,1676806,10.0,10.0,10.0,10.0,8.0,10.0,100.0
1262,16777953,8.0,7.0,10.0,10.0,10.0,8.0,74.0
1263,16982781,9.0,9.0,8.0,10.0,10.0,8.0,89.0
1264,17048768,10.0,9.0,10.0,10.0,10.0,10.0,94.0
1265,16767007,,,,,,,
1266,16800329,10.0,10.0,10.0,10.0,9.0,9.0,94.0
1267,16898275,10.0,9.0,10.0,10.0,10.0,9.0,93.0
1268,1704560,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1269,1714235,10.0,10.0,10.0,10.0,10.0,9.0,98.0
1270,1677735,9.0,8.0,7.0,8.0,10.0,8.0,84.0
1271,16812225,6.0,10.0,10.0,10.0,8.0,6.0,80.0
1272,16914825,10.0,9.0,10.0,10.0,10.0,10.0,100.0
1273,16981802,9.0,9.0,10.0,9.0,10.0,9.0,91.0
1274,17116430,8.0,7.0,8.0,8.0,9.0,8.0,80.0
1275,16796969,,,,,,,
1276,16869922,10.0,9.0,10.0,10.0,10.0,10.0,100.0
1277,16881588,,,,,,,
1278,17142596,9.0,9.0,10.0,10.0,10.0,9.0,88.0
1279,16733041,10.0,10.0,10.0,10.0,10.0,9.0,94.0
1280,16813942,10.0,9.0,10.0,10.0,10.0,9.0,96.0
1281,1688924,10.0,9.0,10.0,10.0,9.0,9.0,91.0
1282,16920079,10.0,8.0,10.0,10.0,10.0,9.0,90.0
1283,17113453,,,,,,,
1284,16768620,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1285,16798522,,,,,,,
1286,16802882,9.0,6.0,9.0,9.0,8.0,8.0,90.0
1287,16818131,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1288,16837578,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1289,17027421,10.0,10.0,10.0,10.0,9.0,10.0,100.0
1290,16765282,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1291,16811226,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1292,16775246,,,,,,,
1293,16827551,10.0,10.0,10.0,10.0,10.0,10.0,95.0
1294,16827716,10.0,10.0,10.0,10.0,10.0,10.0,90.0
1295,16874685,8.0,8.0,10.0,10.0,9.0,9.0,86.0
1296,170150,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1297,17027324,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1298,17045341,10.0,10.0,10.0,10.0,9.0,10.0,96.0
1299,17132840,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1300,16824222,9.0,9.0,9.0,9.0,9.0,9.0,91.0
1301,16845784,9.0,8.0,10.0,10.0,10.0,9.0,89.0
1302,16954444,8.0,8.0,10.0,10.0,6.0,8.0,80.0
1303,16971327,10.0,10.0,10.0,10.0,9.0,9.0,97.0
1304,16978814,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1305,16829718,10.0,9.0,10.0,10.0,10.0,9.0,95.0
1306,16893365,10.0,10.0,9.0,10.0,10.0,9.0,96.0
1307,16928229,9.0,10.0,9.0,8.0,8.0,10.0,94.0
1308,17028088,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1309,17123939,10.0,8.0,10.0,10.0,10.0,8.0,100.0
1310,17124786,10.0,9.0,10.0,10.0,9.0,10.0,93.0
1311,16719714,9.0,9.0,10.0,10.0,10.0,9.0,88.0
1312,1676155,,,,,,,
1313,1685970,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1314,16885508,10.0,9.0,10.0,10.0,10.0,10.0,100.0
1315,16932496,,,,,,,
1316,17013623,10.0,10.0,10.0,10.0,9.0,10.0,98.0
1317,17093333,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1318,17083946,10.0,10.0,10.0,10.0,10.0,9.0,94.0
1319,16833502,,,,,,,
1320,16952227,8.0,8.0,10.0,10.0,9.0,10.0,87.0
1321,17113625,10.0,9.0,10.0,10.0,9.0,10.0,93.0
1322,16816601,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1323,16777456,9.0,10.0,10.0,10.0,10.0,9.0,96.0
1324,16976284,10.0,10.0,10.0,10.0,9.0,9.0,96.0
1325,16988190,,,,,,,
1326,17103047,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1327,17124591,10.0,9.0,10.0,10.0,10.0,10.0,98.0
1328,16826529,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1329,16934315,4.0,6.0,10.0,10.0,6.0,4.0,60.0
1330,16964637,10.0,9.0,10.0,9.0,9.0,9.0,95.0
1331,17001994,10.0,9.0,10.0,10.0,10.0,10.0,96.0
1332,1712895,9.0,9.0,9.0,9.0,10.0,9.0,93.0
1333,17136808,9.0,9.0,10.0,9.0,9.0,9.0,89.0
1334,17140064,10.0,9.0,10.0,10.0,10.0,9.0,90.0
1335,17147561,10.0,8.0,10.0,10.0,10.0,10.0,91.0
1336,16923810,,,,,,,
1337,16987463,7.0,4.0,10.0,8.0,10.0,8.0,60.0
1338,17177726,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1339,17165509,,,,,,,
1340,17205085,,,,,,,
1341,17164830,10.0,9.0,10.0,10.0,10.0,9.0,96.0
1342,17171298,,,,,,,
1343,17283071,9.0,9.0,10.0,10.0,10.0,9.0,90.0
1344,17190384,10.0,9.0,10.0,10.0,10.0,10.0,96.0
1345,17173473,9.0,9.0,9.0,9.0,9.0,9.0,88.0
1346,17310577,,,,,,,
1347,17157863,9.0,9.0,9.0,10.0,9.0,9.0,88.0
1348,17187219,,,,,,,
1349,17161494,9.0,9.0,10.0,9.0,10.0,9.0,90.0
1350,17311213,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1351,17198000,,,,,,,
1352,17211545,,,,,,,
1353,17230426,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1354,17254547,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1355,1726242,10.0,9.0,10.0,10.0,10.0,9.0,93.0
1356,17149906,8.0,8.0,10.0,9.0,8.0,9.0,80.0
1357,17191406,10.0,9.0,10.0,10.0,10.0,10.0,97.0
1358,1718606,10.0,9.0,10.0,10.0,9.0,10.0,92.0
1359,17223695,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1360,17155854,10.0,9.0,10.0,10.0,10.0,9.0,90.0
1361,1720909,10.0,10.0,10.0,10.0,10.0,9.0,94.0
1362,17263550,10.0,10.0,10.0,10.0,10.0,10.0,95.0
1363,17252454,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1364,1719942,10.0,10.0,10.0,10.0,9.0,10.0,99.0
1365,17298388,9.0,9.0,9.0,9.0,10.0,9.0,90.0
1366,17302836,10.0,10.0,9.0,10.0,10.0,10.0,100.0
1367,17251176,,,,,,,
1368,17278827,,,,,,,
1369,17292188,10.0,10.0,10.0,10.0,8.0,9.0,96.0
1370,17272987,10.0,9.0,10.0,10.0,9.0,10.0,100.0
1371,17305490,10.0,9.0,10.0,10.0,9.0,10.0,96.0
1372,17262709,10.0,10.0,10.0,10.0,10.0,9.0,96.0
1373,17301277,9.0,8.0,10.0,10.0,10.0,9.0,84.0
1374,17263207,10.0,10.0,10.0,10.0,9.0,10.0,98.0
1375,17296538,9.0,10.0,10.0,9.0,9.0,9.0,85.0
1376,1731365,10.0,9.0,10.0,10.0,10.0,9.0,96.0
1377,17342261,10.0,8.0,10.0,10.0,8.0,8.0,90.0
1378,17319927,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1379,17397441,10.0,10.0,10.0,10.0,10.0,10.0,94.0
1380,17319360,9.0,9.0,10.0,9.0,9.0,8.0,85.0
1381,17326116,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1382,17464608,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1383,17416505,,,,,,,
1384,17463241,10.0,8.0,10.0,10.0,9.0,9.0,93.0
1385,17466973,10.0,9.0,10.0,10.0,10.0,9.0,94.0
1386,17398623,9.0,9.0,9.0,9.0,9.0,9.0,93.0
1387,17349393,,,,,,,
1388,17370308,,,,,,,
1389,17446640,10.0,10.0,10.0,10.0,9.0,10.0,96.0
1390,1746726,10.0,10.0,10.0,10.0,10.0,9.0,96.0
1391,17438054,10.0,10.0,10.0,10.0,9.0,10.0,100.0
1392,17453748,9.0,9.0,10.0,10.0,9.0,9.0,93.0
1393,17464256,10.0,9.0,10.0,10.0,10.0,10.0,98.0
1394,1731242,9.0,10.0,10.0,10.0,8.0,9.0,93.0
1395,17329309,10.0,10.0,10.0,10.0,9.0,10.0,96.0
1396,17357333,,,,,,,
1397,17367289,10.0,10.0,10.0,10.0,9.0,10.0,98.0
1398,17428961,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1399,17435095,9.0,9.0,10.0,9.0,9.0,10.0,95.0
1400,17359216,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1401,17344027,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1402,17414683,9.0,10.0,10.0,10.0,9.0,8.0,87.0
1403,17606304,10.0,10.0,10.0,10.0,9.0,10.0,96.0
1404,17726001,9.0,9.0,9.0,9.0,10.0,8.0,85.0
1405,17537192,9.0,9.0,10.0,10.0,10.0,9.0,95.0
1406,17717247,10.0,9.0,10.0,10.0,10.0,9.0,94.0
1407,17531493,9.0,10.0,10.0,10.0,10.0,9.0,91.0
1408,17951038,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1409,1799637,8.0,8.0,9.0,9.0,10.0,8.0,78.0
1410,18042541,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1411,17546959,,,,,,,
1412,17625824,10.0,8.0,10.0,8.0,8.0,10.0,80.0
1413,17705652,,,,,,,
1414,17757543,10.0,9.0,10.0,10.0,10.0,10.0,96.0
1415,17881220,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1416,1797689,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1417,17996862,10.0,10.0,10.0,10.0,10.0,10.0,95.0
1418,17471139,9.0,9.0,8.0,9.0,10.0,8.0,80.0
1419,17663877,8.0,8.0,9.0,9.0,9.0,9.0,84.0
1420,17522700,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1421,17829178,9.0,10.0,10.0,10.0,9.0,9.0,88.0
1422,1789833,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1423,1794850,,,,,,,
1424,17581311,,,,,,,
1425,17584991,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1426,17740159,6.0,4.0,10.0,6.0,8.0,6.0,60.0
1427,17897640,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1428,18005858,,,,,,,
1429,18040680,8.0,9.0,8.0,8.0,10.0,9.0,80.0
1430,17494671,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1431,1755790,10.0,10.0,9.0,10.0,9.0,10.0,95.0
1432,17584746,10.0,10.0,9.0,10.0,10.0,9.0,97.0
1433,17681470,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1434,17960308,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1435,18016331,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1436,17670314,10.0,9.0,10.0,10.0,10.0,10.0,100.0
1437,17672629,9.0,9.0,10.0,10.0,10.0,9.0,92.0
1438,17734475,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1439,17749155,8.0,7.0,9.0,8.0,10.0,8.0,90.0
1440,17827642,10.0,9.0,10.0,10.0,10.0,9.0,95.0
1441,17915093,9.0,10.0,10.0,10.0,9.0,9.0,86.0
1442,17922322,10.0,10.0,9.0,9.0,10.0,9.0,92.0
1443,18031341,,,,,,,
1444,17665996,10.0,10.0,10.0,10.0,9.0,10.0,96.0
1445,17915459,9.0,9.0,9.0,9.0,9.0,8.0,89.0
1446,17687359,,,,,,,
1447,17628344,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1448,17720418,,,,,,,
1449,17751546,10.0,10.0,8.0,10.0,10.0,10.0,100.0
1450,17809459,10.0,9.0,10.0,9.0,9.0,10.0,93.0
1451,17861859,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1452,1796816,10.0,10.0,10.0,10.0,10.0,9.0,97.0
1453,17736576,10.0,9.0,10.0,10.0,10.0,9.0,96.0
1454,17832869,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1455,18004323,9.0,9.0,9.0,9.0,10.0,9.0,92.0
1456,17468736,10.0,8.0,10.0,10.0,9.0,10.0,100.0
1457,17473607,,,,,,,
1458,17757695,9.0,8.0,9.0,9.0,9.0,8.0,81.0
1459,17822462,9.0,10.0,10.0,10.0,10.0,10.0,100.0
1460,17865057,10.0,10.0,10.0,10.0,10.0,9.0,75.0
1461,17774890,10.0,10.0,10.0,10.0,9.0,10.0,93.0
1462,17528752,,,,,,,
1463,17573151,10.0,10.0,10.0,10.0,10.0,9.0,100.0
1464,17573977,10.0,9.0,10.0,10.0,10.0,9.0,90.0
1465,1760846,10.0,9.0,10.0,10.0,10.0,10.0,93.0
1466,17690322,,,,,,,
1467,17734215,10.0,9.0,10.0,10.0,9.0,10.0,94.0
1468,17756520,8.0,8.0,10.0,9.0,9.0,9.0,72.0
1469,17493061,9.0,9.0,10.0,10.0,9.0,9.0,93.0
1470,17613188,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1471,17618903,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1472,17639835,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1473,17795782,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1474,17971704,,,,,,,
1475,17997283,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1476,17496002,9.0,9.0,10.0,9.0,10.0,9.0,89.0
1477,17471127,9.0,9.0,9.0,9.0,9.0,9.0,88.0
1478,17797004,10.0,10.0,10.0,10.0,10.0,9.0,96.0
1479,17876882,,,,,,,
1480,17892346,10.0,10.0,10.0,10.0,9.0,10.0,99.0
1481,1805685,9.0,9.0,9.0,9.0,9.0,9.0,89.0
1482,17651165,9.0,8.0,9.0,9.0,8.0,9.0,85.0
1483,17726037,,,,,,,
1484,17742384,10.0,9.0,9.0,10.0,10.0,9.0,92.0
1485,17864201,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1486,17913605,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1487,17967409,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1488,17575897,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1489,17615527,10.0,9.0,10.0,7.0,9.0,8.0,90.0
1490,17624702,10.0,9.0,10.0,10.0,9.0,10.0,100.0
1491,17693637,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1492,17792255,,,,,,,
1493,179428,9.0,9.0,9.0,9.0,9.0,9.0,88.0
1494,17944310,10.0,9.0,10.0,10.0,9.0,9.0,95.0
1495,18047246,10.0,10.0,10.0,10.0,9.0,10.0,97.0
1496,18137446,10.0,10.0,10.0,10.0,9.0,10.0,98.0
1497,18119842,9.0,9.0,10.0,10.0,10.0,10.0,96.0
1498,18103340,10.0,10.0,10.0,10.0,10.0,10.0,95.0
1499,18120094,9.0,8.0,10.0,10.0,9.0,10.0,85.0
1500,18139662,10.0,10.0,10.0,10.0,9.0,10.0,100.0
1501,18139590,8.0,8.0,8.0,9.0,10.0,8.0,79.0
1502,18174806,10.0,10.0,10.0,10.0,8.0,8.0,100.0
1503,18194415,,,,,,,
1504,18130053,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1505,18107774,9.0,9.0,9.0,8.0,9.0,9.0,89.0
1506,18160399,10.0,10.0,10.0,9.0,8.0,9.0,90.0
1507,18173803,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1508,18204751,,,,,,,
1509,18091109,9.0,8.0,9.0,9.0,10.0,9.0,85.0
1510,180653,9.0,9.0,10.0,10.0,9.0,9.0,97.0
1511,18134389,9.0,10.0,9.0,9.0,9.0,9.0,89.0
1512,18157368,9.0,9.0,10.0,10.0,10.0,10.0,96.0
1513,18082902,9.0,9.0,10.0,10.0,10.0,9.0,92.0
1514,18215903,9.0,9.0,9.0,9.0,10.0,9.0,85.0
1515,18122102,10.0,10.0,10.0,10.0,9.0,10.0,99.0
1516,18208738,10.0,9.0,10.0,10.0,10.0,10.0,99.0
1517,18215925,9.0,8.0,9.0,10.0,10.0,9.0,92.0
1518,18196799,4.0,8.0,10.0,10.0,10.0,2.0,60.0
1519,18220498,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1520,18096846,10.0,10.0,10.0,9.0,10.0,9.0,90.0
1521,182139,10.0,10.0,10.0,10.0,10.0,10.0,97.0
1522,18219254,10.0,9.0,10.0,10.0,10.0,10.0,94.0
1523,18233584,10.0,10.0,10.0,10.0,8.0,10.0,100.0
1524,18077770,10.0,9.0,10.0,10.0,9.0,10.0,95.0
1525,18083735,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1526,18121163,9.0,8.0,10.0,10.0,10.0,9.0,91.0
1527,18069657,10.0,9.0,10.0,10.0,10.0,9.0,94.0
1528,18173787,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1529,18134491,10.0,10.0,10.0,9.0,10.0,8.0,90.0
1530,1821758,9.0,9.0,10.0,10.0,10.0,9.0,93.0
1531,18149310,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1532,18112116,9.0,9.0,10.0,10.0,10.0,9.0,90.0
1533,18149668,9.0,10.0,10.0,10.0,10.0,10.0,100.0
1534,18210384,9.0,9.0,9.0,9.0,9.0,9.0,90.0
1535,18215500,10.0,10.0,10.0,10.0,10.0,9.0,95.0
1536,18237857,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1537,18284370,10.0,10.0,9.0,9.0,10.0,10.0,97.0
1538,18452244,10.0,9.0,10.0,10.0,10.0,10.0,96.0
1539,18465195,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1540,18467111,,,,,,,
1541,18614712,9.0,9.0,10.0,10.0,9.0,9.0,93.0
1542,18616850,10.0,10.0,10.0,10.0,10.0,9.0,98.0
1543,18694750,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1544,18711459,,,,,,,
1545,18721645,10.0,10.0,10.0,10.0,10.0,9.0,98.0
1546,18734995,10.0,9.0,10.0,10.0,10.0,10.0,97.0
1547,18877786,,,,,,,
1548,18891380,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1549,18909301,9.0,9.0,9.0,9.0,8.0,9.0,88.0
1550,18994805,9.0,8.0,9.0,9.0,8.0,9.0,93.0
1551,19029043,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1552,19030149,10.0,10.0,10.0,10.0,9.0,10.0,96.0
1553,1907162,10.0,7.0,9.0,10.0,9.0,8.0,85.0
1554,19141928,,,,,,,
1555,19142002,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1556,18341576,10.0,9.0,10.0,10.0,10.0,10.0,100.0
1557,18257984,9.0,9.0,10.0,10.0,9.0,9.0,95.0
1558,18309220,,,,,,,
1559,1828808,,,,,,,
1560,18437734,10.0,10.0,10.0,10.0,9.0,10.0,95.0
1561,18472801,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1562,18599539,9.0,10.0,10.0,10.0,10.0,10.0,96.0
